"(-123.19836425781249, 49.2207183837849)","(-123.15732574462888, 49.20965194701733)","(-123.05063629150392, 49.216915130611085)","(0.0, 0.0)","(-123.11842346191406, 49.24076461791577)","(-123.05063629150392, 49.216915130611085)","(-123.15373229980466, 49.24063491820875)","(0.0, 0.0)","(-123.13478088378908, 49.257884979243904)","(0.0, 0.0)","(-123.05648803710938, 49.293487548824)","(-123.13042449951172, 49.19896697997631)","(-123.11823272705078, 49.24305725097241)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.1144485473633, 49.271774291988045)","(0.0, 0.0)","(-123.04875183105467, 49.23275375365796)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19861602783202, 49.22079086303296)","(-123.15726470947264, 49.20961380004467)","(-123.05055999755858, 49.21715927123606)","(0.0, 0.0)","(-123.118408203125, 49.24071121215405)","(-123.05073547363284, 49.21667480468336)","(-123.1536178588867, 49.24066925048413)","(0.0, 0.0)","(-123.13507843017577, 49.25790405273023)","(0.0, 0.0)","(0.0, 0.0)","(-123.13172149658202, 49.19894027709544)","(-123.11820220947268, 49.24309539794508)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.11107635498048, 49.27292633056227)","(0.0, 0.0)","(-123.05885314941406, 49.232807159419686)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19885253906249, 49.2208747863728)","(-123.15719604492186, 49.20957565307201)","(-123.0500717163086, 49.229293823238045)","(0.0, 0.0)","(-123.11839294433597, 49.240657806392335)","(-123.05085754394533, 49.21644210815013)","(-123.1534957885742, 49.24069976806226)","(0.0, 0.0)","(-123.13538360595705, 49.25791168212476)","(0.0, 0.0)","(0.0, 0.0)","(-123.13396453857422, 49.19893646239819)","(-123.11817169189452, 49.243129730220446)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.10169982910158, 49.27297210692946)","(0.0, 0.0)","(-123.0586700439453, 49.24076461791577)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19908905029294, 49.22096633910717)","(-123.15712738037108, 49.20954132079661)","(-123.0488052368164, 49.22929382323803)","(0.0, 0.0)","(-123.11837005615236, 49.240604400630616)","(-123.05099487304688, 49.216209411616944)","(-123.15337371826172, 49.24072647094313)","(0.0, 0.0)","(-123.13568878173828, 49.25790786742751)","(0.0, 0.0)","(0.0, 0.0)","(-123.13463592529298, 49.19893646239819)","(-123.11813354492188, 49.24316406249586)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.09999847412112, 49.272750854488045)","(0.0, 0.0)","(-123.05866241455078, 49.2408599853474)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19931793212888, 49.22106170653881)","(-123.15705108642577, 49.20950698852124)","(-123.04875183105467, 49.23275375365796)","(0.0, 0.0)","(-123.11834716796876, 49.24055099486889)","(-123.05115509033205, 49.21598434447826)","(-123.1532516479492, 49.24074935912672)","(0.0, 0.0)","(-123.135986328125, 49.25789642333571)","(0.0, 0.0)","(0.0, 0.0)","(-123.13531494140624, 49.19896316527904)","(-123.11809539794922, 49.24319458007397)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.10003662109376, 49.27192306518141)","(0.0, 0.0)","(-123.0586471557617, 49.240955352779054)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19953155517577, 49.22116851806226)","(-123.15697479248044, 49.209480285640375)","(-123.0467071533203, 49.23288726806225)","(0.0, 0.0)","(-123.1183166503906, 49.24050140380445)","(-123.05133819580078, 49.215766906734125)","(-123.15312957763672, 49.24076461791578)","(0.0, 0.0)","(-123.13616943359376, 49.257884979243904)","(0.0, 0.0)","(0.0, 0.0)","(-123.135986328125, 49.19901657104076)","(-123.11805725097656, 49.24322509765211)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.10060119628906, 49.270889282222434)","(0.0, 0.0)","(-123.05862426757812, 49.24105072021069)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19974517822264, 49.22128295898022)","(-123.15689849853511, 49.20945358275952)","(-123.03839874267578, 49.2328720092732)","(0.0, 0.0)","(-123.1182861328125, 49.240447998042725)","(-123.0515365600586, 49.21555709838451)","(-123.15299987792966, 49.24077606200756)","(0.0, 0.0)","(-123.13634490966795, 49.25786590575759)","(0.0, 0.0)","(0.0, 0.0)","(-123.1371841430664, 49.19914245605053)","(-123.11801147460936, 49.24325561523023)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.10066986083984, 49.269130706782974)","(0.0, 0.0)","(-123.05860137939456, 49.24114227294507)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19994354248044, 49.221405029292725)","(-123.1568145751953, 49.209426879878656)","(-123.0383071899414, 49.23286056518141)","(0.0, 0.0)","(-123.11824798583984, 49.240402221675545)","(-123.05175018310548, 49.21535491942944)","(-123.15287780761716, 49.24078750609938)","(0.0, 0.0)","(-123.13652038574216, 49.25783920287672)","(0.0, 0.0)","(0.0, 0.0)","(-123.13775634765626, 49.19926834106029)","(-123.1179656982422, 49.24328231811109)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.05856323242188, 49.24123764037672)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.20550537109372, 49.22499465941967)","(-123.15673065185544, 49.20940780639232)","(-123.03821563720705, 49.23285293578687)","(0.0, 0.0)","(-123.1182098388672, 49.240352630611085)","(-123.05437469482423, 49.2130622863728)","(-123.15274810791014, 49.24079132079663)","(0.0, 0.0)","(-123.13669586181642, 49.25780868529859)","(0.0, 0.0)","(0.0, 0.0)","(-123.13831329345705, 49.19941329955638)","(-123.117919921875, 49.24330902099194)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.05851745605467, 49.24132537841382)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.20590972900388, 49.22529983520093)","(-123.1566467285156, 49.20938873290601)","(-123.03811645507812, 49.232845306392335)","(0.0, 0.0)","(-123.1181640625, 49.24030685424391)","(-123.0544891357422, 49.21295928954663)","(-123.1526184082031, 49.240791320796646)","(0.0, 0.0)","(-123.1368637084961, 49.2577743530232)","(0.0, 0.0)","(0.0, 0.0)","(-123.13885498046876, 49.19957733153881)","(-123.11635589599608, 49.24419784545484)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.0584716796875, 49.24141693114819)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.20629119873044, 49.225616455073975)","(-123.15656280517577, 49.20937347411694)","(-123.03802490234376, 49.23284530639232)","(0.0, 0.0)","(-123.1181182861328, 49.24026107787671)","(-123.05459594726562, 49.21285247802319)","(-123.1524963378906, 49.24078369140211)","(0.0, 0.0)","(-123.13703155517578, 49.25772857665602)","(0.0, 0.0)","(0.0, 0.0)","(-123.13938903808597, 49.19976043700757)","(-123.11626434326172, 49.24425125121655)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.05841064453124, 49.2415046691853)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.20664215087888, 49.22594451903882)","(-123.15647125244138, 49.209362030025126)","(-123.03792572021484, 49.23284530639233)","(0.0, 0.0)","(-123.11631011962892, 49.23866271972241)","(-123.05469512939452, 49.2127418518025)","(-123.1523666381836, 49.24077606200757)","(0.0, 0.0)","(-123.13719177246097, 49.257682800288826)","(0.0, 0.0)","(0.0, 0.0)","(-123.13990783691408, 49.19996261596264)","(-123.11617279052736, 49.24431228637281)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.05834197998048, 49.24158859252516)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.20697021484372, 49.22628784179272)","(-123.15638732910156, 49.20935440063062)","(-123.03783416748048, 49.23284912108959)","(0.0, 0.0)","(-123.1162567138672, 49.23861312865795)","(-123.0547866821289, 49.21262741088452)","(-123.15223693847652, 49.24076080321852)","(0.0, 0.0)","(-123.13735198974612, 49.25762557982984)","(0.0, 0.0)","(0.0, 0.0)","(-123.1404037475586, 49.20018005370677)","(-123.1160888671875, 49.24437332152907)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.0582733154297, 49.241672515865)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.20726776123044, 49.22663879394116)","(-123.15629577636716, 49.20934295653882)","(-123.0377426147461, 49.23285675048413)","(0.0, 0.0)","(-123.1162109375, 49.23856353759351)","(-123.0548629760742, 49.21251296996656)","(-123.15211486816403, 49.24074554442945)","(0.0, 0.0)","(-123.13750457763672, 49.25756835937086)","(0.0, 0.0)","(0.0, 0.0)","(-123.14088439941406, 49.20041656493724)","(-123.1160125732422, 49.24443817138258)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.05819702148436, 49.24175262450756)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.20754241943357, 49.227001190181376)","(-123.15621185302732, 49.20933151244702)","(-123.03765106201172, 49.23286819457592)","(0.0, 0.0)","(-123.1161651611328, 49.2385101318318)","(-123.054931640625, 49.21239089965405)","(-123.15199279785156, 49.24072265624585)","(0.0, 0.0)","(-123.13765716552732, 49.25749969482009)","(0.0, 0.0)","(0.0, 0.0)","(-123.14134979248048, 49.20066833495678)","(-123.11593627929688, 49.244503021236085)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.05811309814452, 49.24182891845287)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.20888519287108, 49.22894668578687)","(-123.15612030029294, 49.20931625365794)","(-123.03755950927732, 49.23288345336498)","(0.0, 0.0)","(-123.11612701416016, 49.23845672607008)","(-123.05499267578124, 49.212268829341554)","(-123.15007019042967, 49.24038696288647)","(0.0, 0.0)","(-123.13780212402344, 49.2574310302693)","(0.0, 0.0)","(0.0, 0.0)","(-123.14179229736328, 49.200935363765375)","(-123.11586761474612, 49.24457168578687)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.05662536621094, 49.24317550658764)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.20916748046872, 49.229259490962654)","(-123.15603637695312, 49.209297180171625)","(-123.03746795654298, 49.23289871215405)","(0.0, 0.0)","(-123.11609649658202, 49.23840332030835)","(-123.05503845214844, 49.21214675902904)","(-123.14994049072266, 49.24036788940016)","(0.0, 0.0)","(-123.137939453125, 49.25735473632398)","(0.0, 0.0)","(0.0, 0.0)","(-123.14220428466798, 49.20121765136303)","(-123.11580657958984, 49.24464416503492)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.05658721923828, 49.26198196410718)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.2094802856445, 49.22956085204663)","(-123.15595245361324, 49.20927429198803)","(-123.0373764038086, 49.23292160033765)","(0.0, 0.0)","(-123.1160659790039, 49.23834609984936)","(-123.05507659912108, 49.21202087401929)","(-123.14981842041016, 49.240352630611085)","(0.0, 0.0)","(-123.13806915283205, 49.25727462768141)","(0.0, 0.0)","(0.0, 0.0)","(-123.1426010131836, 49.20151519774976)","(-123.11575317382812, 49.24472045898023)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.04424285888672, 49.261936187739984)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.2098236083984, 49.229846954341554)","(-123.15588378906249, 49.20925140380443)","(-123.03728485107422, 49.23294448852124)","(0.0, 0.0)","(-123.11603546142578, 49.23829269408765)","(-123.05509948730467, 49.21189498900952)","(-123.14968872070312, 49.240341186519295)","(0.0, 0.0)","(-123.13819122314452, 49.25719070434156)","(0.0, 0.0)","(0.0, 0.0)","(-123.1429748535156, 49.201824188228265)","(-123.11569976806642, 49.24479293822829)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.04424285888672, 49.26187133788648)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.21018218994138, 49.23012161254467)","(-123.1558151245117, 49.20922470092359)","(-123.03720092773438, 49.23297119140212)","(0.0, 0.0)","(-123.11602020263672, 49.2382316589314)","(-123.05545806884768, 49.20962524413646)","(-123.14955902099608, 49.24033737182203)","(0.0, 0.0)","(-123.1383056640625, 49.25709915160719)","(0.0, 0.0)","(0.0, 0.0)","(-123.14328002929688, 49.20207595824778)","(-123.11566162109376, 49.24487304687087)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.03262329101564, 49.26182937621656)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.21057128906249, 49.230381011958734)","(-123.15574645996092, 49.20919799804272)","(-123.03711700439456, 49.23299789428297)","(0.0, 0.0)","(-123.11600494384768, 49.23817443847241)","(-123.05572509765624, 49.209148406978265)","(-123.14942932128903, 49.24033355712476)","(0.0, 0.0)","(-123.13842010498048, 49.2570075988728)","(0.0, 0.0)","(0.0, 0.0)","(-123.14360809326172, 49.20231628417554)","(-123.11562347412108, 49.24494934081617)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.03239440917967, 49.26183319091383)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.21098327636716, 49.23062515258374)","(-123.15567779541014, 49.20916748046459)","(-123.03704071044923, 49.23303222655836)","(0.0, 0.0)","(-123.1159896850586, 49.23811721801344)","(-123.05604553222656, 49.20868682860913)","(-123.14929962158205, 49.24033737182204)","(0.0, 0.0)","(-123.14598846435548, 49.25712203979079)","(0.0, 0.0)","(0.0, 0.0)","(-123.14395904541016, 49.20254516601147)","(-123.11559295654295, 49.24502944945875)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.03216552734376, 49.26184463500563)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.21141815185544, 49.23085403441967)","(-123.15561676025388, 49.2091331481892)","(-123.03695678710938, 49.23306655883374)","(0.0, 0.0)","(-123.11598205566408, 49.23805618285719)","(-123.05641174316406, 49.20824050902903)","(-123.149169921875, 49.240341186519295)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14432525634768, 49.20275878905835)","(-123.11556243896484, 49.245109558101326)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.03193664550784, 49.26186752318922)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.219856262207, 49.23502349853101)","(-123.15555572509764, 49.20909881591382)","(-123.0368881225586, 49.23310470580639)","(0.0, 0.0)","(-123.11598205566408, 49.23799896239819)","(-123.05649566650388, 49.20814132690013)","(-123.14904022216795, 49.24035263061108)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14471435546876, 49.20295715331615)","(-123.11554718017578, 49.24519348144115)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.03170776367188, 49.26189422607008)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.22194671630858, 49.23657608031812)","(-123.15549468994138, 49.20906448363843)","(-123.03681182861328, 49.233142852779054)","(0.0, 0.0)","(-123.1159896850586, 49.23793792724194)","(-123.05656433105467, 49.208042144771234)","(-123.14891815185548, 49.24036788940015)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.1451187133789, 49.20314407348217)","(-123.11553192138672, 49.24527359008374)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.03148651123048, 49.26193237304273)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.21992492675778, 49.23954772948803)","(-123.15544128417967, 49.20902633666576)","(-123.0367431640625, 49.23318481444898)","(0.0, 0.0)","(0.0, 0.0)","(-123.05663299560548, 49.207942962642335)","(-123.14878845214844, 49.24039077758374)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14553833007812, 49.203311920161845)","(-123.11504364013672, 49.25687026977125)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.03126525878906, 49.26197814940991)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.20859527587888, 49.23518371581616)","(-123.15538787841794, 49.20898437499584)","(-123.03667449951172, 49.23323059081616)","(0.0, 0.0)","(0.0, 0.0)","(-123.0566864013672, 49.20783615111889)","(-123.14866638183592, 49.240413665767335)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14724731445312, 49.20394897460521)","(-123.08984375, 49.25637817382398)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.03104400634766, 49.26202774047437)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.20560455322264, 49.237201690669686)","(-123.15534210205077, 49.20894241332592)","(-123.03661346435544, 49.23327636718334)","(0.0, 0.0)","(0.0, 0.0)","(-123.05673217773436, 49.20772933959545)","(-123.1485443115234, 49.240440368648194)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14832305908202, 49.20432281493724)","(-123.09053802490232, 49.232822418208734)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.03083801269533, 49.26208877563063)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19683074951168, 49.23485565185131)","(-123.15529632568358, 49.208900451656)","(-123.03656005859376, 49.23332595824781)","(0.0, 0.0)","(0.0, 0.0)","(-123.05677795410156, 49.207622528072015)","(-123.14842224121097, 49.24047470092358)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14993286132814, 49.20480346679271)","(-123.1056213378906, 49.23311614989819)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.03063201904295, 49.26215744018141)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19685363769528, 49.23651504516186)","(-123.15291595458984, 49.207023620601305)","(-123.03650665283205, 49.23337936400952)","(0.0, 0.0)","(0.0, 0.0)","(-123.0568084716797, 49.20751571654858)","(-123.14830780029295, 49.24051284789625)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14884948730467, 49.20867156982006)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.03042602539064, 49.26222991942946)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19857025146482, 49.23651885985914)","(-123.15283966064452, 49.2069587707478)","(-123.03645324707033, 49.233428955073975)","(0.0, 0.0)","(0.0, 0.0)","(-123.05682373046876, 49.20740509032788)","(-123.14819335937496, 49.2405509948689)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14817810058592, 49.20894622802319)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.03023529052736, 49.2623138427693)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19857025146482, 49.238346099849366)","(-123.1527633666992, 49.20689010619701)","(-123.03585815429688, 49.23410415649)","(0.0, 0.0)","(0.0, 0.0)","(-123.0568389892578, 49.20729446410717)","(-123.14808654785158, 49.240596771236085)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.1486587524414, 49.20946121215406)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.03004455566408, 49.2624015808064)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19685363769528, 49.23847961425365)","(-123.15270233154295, 49.20682144164623)","(-123.03250885009766, 49.23235321044507)","(0.0, 0.0)","(0.0, 0.0)","(-123.05684661865234, 49.20718383788647)","(-123.14797973632812, 49.24064636230053)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.1482391357422, 49.21940231322826)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.02986907958984, 49.262496948238045)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.1967849731445, 49.24619674682202)","(-123.15264129638668, 49.20674896239818)","(-123.03236389160158, 49.23228454589428)","(0.0, 0.0)","(0.0, 0.0)","(-123.0568313598633, 49.20420074462476)","(-123.1478729248047, 49.24069595336498)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14015197753906, 49.21930694579663)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.02969360351564, 49.262596130366944)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19854736328122, 49.24620819091382)","(-123.15258789062496, 49.20667266845288)","(-123.03221130371094, 49.23222351073804)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14777374267577, 49.240753173823975)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.10616302490234, 49.218875885005616)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.02953338623048, 49.26270675658765)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19858551025388, 49.24620819091383)","(-123.1525344848633, 49.20659637450756)","(-123.03205871582033, 49.232166290279054)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14768218994142, 49.24081039428297)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.10696411132812, 49.20415878295483)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.02794647216795, 49.26375198363843)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19863128662108, 49.24620819091383)","(-123.15249633789062, 49.20652008056224)","(-123.03189849853516, 49.23211669921459)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14759063720705, 49.24087142943921)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.02762603759766, 49.26398086547438)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19867706298828, 49.24621200561109)","(-123.15246582031249, 49.20643997191967)","(-123.03173065185548, 49.23207092284742)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.1475067138672, 49.24093627929272)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.02729034423828, 49.26419830321852)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19871520996092, 49.24621582030837)","(-123.1524353027344, 49.20635986327709)","(-123.03156280517578, 49.23202896117749)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14743041992188, 49.24100494384351)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.02693176269533, 49.26440429687086)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.1987609863281, 49.24622344970289)","(-123.15242004394533, 49.206275939937264)","(-123.03139495849612, 49.231998443599366)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.1473617553711, 49.24107360839428)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.02655792236328, 49.26459503173415)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19879913330077, 49.24623107909742)","(-123.15238952636716, 49.2061920165974)","(-123.03122711181642, 49.2319717407185)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14729309082033, 49.24114608764234)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.0261688232422, 49.26477050780836)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19884490966795, 49.24623870849194)","(-123.15235900878903, 49.20610809325756)","(-123.0310516357422, 49.23194885253491)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14723205566403, 49.24122238158766)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.02576446533205, 49.26493453979079)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.1988830566406, 49.24624633788648)","(-123.15231323242185, 49.20602798461498)","(-123.03086853027342, 49.23193740844313)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14717864990234, 49.24129867553296)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.0253448486328, 49.26508331298414)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19892120361328, 49.24625778197829)","(-123.15226745605467, 49.205944061275154)","(-123.03069305419922, 49.23192977904858)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14712524414062, 49.24137496947828)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.02491760253908, 49.2652206420857)","(0.0, 0.0)","(0.0, 0.0)"
"(-123.19895935058592, 49.24627304076734)","(-123.15221405029294, 49.20586776732984)","(-123.030517578125, 49.231929779048585)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.14708709716795, 49.24145507812086)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(-123.02447509765624, 49.26533889770094)","(0.0, 0.0)","(0.0, 0.0)"
